"","id","group","allele_count","anc_prop"
"1862","Z-SKC","non-transloc",50000,0.5
"1863","Z-SKW","ANF",40775,0.40775
"1864","Z-SKW","non-transloc",59225,0.59225
"1865","Z-SKY","ANF",50000,0.5
"1866","Z-SKY","CBJTC",25093,0.25093
"1867","Z-SKY","non-transloc",24907,0.24907
"1868","Z-SOB","ANF",50000,0.5
"1869","Z-SOB","CBJTC",24979,0.24979
"1870","Z-SOB","non-transloc",25021,0.25021
"1871","Z-SOS","ANF",74994,0.74994
"1872","Z-SOS","non-transloc",25006,0.25006
"1873","Z-SPA","non-transloc",100000,1
"1874","Z-SPC","ANF",12547,0.12547
"1875","Z-SPC","non-transloc",87453,0.87453
"1876","Z-SPY","ANF",6346,0.06346
"1877","Z-SPY","FTS",50000,0.5
"1878","Z-SPY","non-transloc",43654,0.43654
"1879","Z-SS","non-transloc",100000,1
"1880","Z-SSH","ANF",37525,0.37525
"1881","Z-SSH","FTS",50000,0.5
"1882","Z-SSH","non-transloc",12475,0.12475
"1883","Z-SSK","FTS",50000,0.5
"1884","Z-SSK","non-transloc",50000,0.5
"1885","Z-SSY","ANF",18965,0.18965
"1886","Z-SSY","FTS",50000,0.5
"1887","Z-SSY","non-transloc",31035,0.31035
"1888","Z-SWG","ANF",18735,0.18735
"1889","Z-SWG","FTS",50000,0.5
"1890","Z-SWG","non-transloc",31265,0.31265
"1891","Z-SWH","ANF",6372,0.06372
"1892","Z-SWH","non-transloc",93628,0.93628
"1893","Z-SWO","ANF",31355,0.31355
"1894","Z-SWO","FTB",12427,0.12427
"1895","Z-SWO","non-transloc",56218,0.56218
"1896","Z-SWP","ANF",37352,0.37352
"1897","Z-SWP","non-transloc",62648,0.62648
"1898","Z-SYK","ANF",25080,0.2508
"1899","Z-SYK","FTS",24874,0.24874
"1900","Z-SYK","non-transloc",50046,0.50046
"1901","Z-SYP","non-transloc",100000,1
"1902","Z-SYY","ANF",18673,0.18673
"1903","Z-SYY","FTS",37691,0.37691
"1904","Z-SYY","non-transloc",43636,0.43636
"1905","Z-W","non-transloc",100000,1
"1906","Z-WAH","non-transloc",100000,1
"1907","Z-WAK","ANF",25227,0.25227
"1908","Z-WAK","non-transloc",74773,0.74773
"1909","Z-WAY","ANF",24848,0.24848
"1910","Z-WAY","non-transloc",75152,0.75152
"1911","Z-WBB","ANF",25086,0.25086
"1912","Z-WBB","non-transloc",74914,0.74914
"1913","Z-WBL","non-transloc",100000,1
"1914","Z-WBY","ANF",75018,0.75018
"1915","Z-WBY","non-transloc",24982,0.24982
"1916","Z-WCA","non-transloc",100000,1
"1917","Z-WCH","FTS",50000,0.5
"1918","Z-WCH","non-transloc",50000,0.5
"1919","Z-WGA","ANF",50000,0.5
"1920","Z-WGA","non-transloc",50000,0.5
"1921","Z-WGB","ANF",25046,0.25046
"1922","Z-WGB","non-transloc",74954,0.74954
"1923","Z-WGC","FTS",50000,0.5
"1924","Z-WGC","non-transloc",50000,0.5
"1925","Z-WGG","ANF",50000,0.5
"1926","Z-WGG","non-transloc",50000,0.5
"1927","Z-WGH","non-transloc",100000,1
"1928","Z-WGL","non-transloc",100000,1
"1929","Z-WHL","ANF",37559,0.37559
"1930","Z-WHL","FTB",24908,0.24908
"1931","Z-WHL","non-transloc",37533,0.37533
"1932","Z-WHW","ANF",74961,0.74961
"1933","Z-WHW","non-transloc",25039,0.25039
"1934","Z-WKB","ANF",100000,1
"1935","Z-WKW","ANF",75141,0.75141
"1936","Z-WKW","non-transloc",24859,0.24859
"1937","Z-WL","non-transloc",100000,1
"1938","Z-WLA","non-transloc",100000,1
"1939","Z-WLK","non-transloc",100000,1
"1940","Z-WLO","ANF",50000,0.5
"1941","Z-WLO","non-transloc",50000,0.5
"1942","Z-WLY","CBJTC",50000,0.5
"1943","Z-WLY","non-transloc",50000,0.5
"1944","Z-WOB","non-transloc",100000,1
"1945","Z-WOK","FTS",50000,0.5
"1946","Z-WOK","non-transloc",50000,0.5
"1947","Z-WOL","ANF",75184,0.75184
"1948","Z-WOL","non-transloc",24816,0.24816
"1949","Z-WOO","ANF",50000,0.5
"1950","Z-WOO","non-transloc",50000,0.5
"1951","Z-WOP","non-transloc",100000,1
"1952","Z-WP","non-transloc",100000,1
"1953","Z-WPC","ANF",75057,0.75057
"1954","Z-WPC","non-transloc",24943,0.24943
"1955","Z-WPS","ANF",50000,0.5
"1956","Z-WPS","non-transloc",50000,0.5
"1957","Z-WSH","non-transloc",100000,1
"1958","Z-WSK","ANF",74965,0.74965
"1959","Z-WSK","non-transloc",25035,0.25035
"1960","Z-WW","non-transloc",100000,1
"1961","Z-WWW","ANF",24934,0.24934
"1962","Z-WWW","non-transloc",75066,0.75066
"1963","Z-WYA","ANF",24898,0.24898
"1964","Z-WYA","non-transloc",75102,0.75102
"1965","Z-WYP","ANF",50000,0.5
"1966","Z-WYP","non-transloc",50000,0.5
"1967","Z-YA","non-transloc",100000,1
"1968","Z-YAB","non-transloc",100000,1
"1969","Z-YAG","non-transloc",100000,1
"1970","Z-YB","non-transloc",100000,1
"1971","Z-YBS","ANF",74916,0.74916
"1972","Z-YBS","non-transloc",25084,0.25084
"1973","Z-YBW","non-transloc",100000,1
"1974","Z-YCG","non-transloc",100000,1
"1975","Z-YCH","FTB",50000,0.5
"1976","Z-YCH","non-transloc",50000,0.5
"1977","Z-YGG","non-transloc",100000,1
"1978","Z-YGH","ANF",37577,0.37577
"1979","Z-YGH","FTB",24853,0.24853
"1980","Z-YGH","non-transloc",37570,0.3757
"1981","Z-YHA","ANF",50000,0.5
"1982","Z-YHA","non-transloc",50000,0.5
"1983","Z-YHB","non-transloc",100000,1
"1984","Z-YKP","ANF",50000,0.5
"1985","Z-YKP","non-transloc",50000,0.5
"1986","Z-YL","non-transloc",100000,1
"1987","Z-YLB","ANF",50000,0.5
"1988","Z-YLB","non-transloc",50000,0.5
"1989","Z-YLC","non-transloc",100000,1
"1990","Z-YLL","non-transloc",100000,1
"1991","Z-YLO","non-transloc",100000,1
"1992","Z-YLW","FTB",50000,0.5
"1993","Z-YLW","non-transloc",50000,0.5
"1994","Z-YO","non-transloc",100000,1
"1995","Z-YOA","non-transloc",100000,1
"1996","Z-YOH","non-transloc",100000,1
"1997","Z-YOY","non-transloc",100000,1
"1998","Z-YPG","FTB",50000,0.5
"1999","Z-YPG","non-transloc",50000,0.5
"2000","Z-YSP","non-transloc",100000,1
"2001","Z-YWA","non-transloc",100000,1
"2002","Z-YWC","ANF",50000,0.5
"2003","Z-YWC","non-transloc",50000,0.5
"2004","Z-YWG","ANF",50000,0.5
"2005","Z-YWG","non-transloc",50000,0.5
"2006","Z-YWO","non-transloc",100000,1
"2007","Z-YY","non-transloc",100000,1
"2008","Z-YYY","non-transloc",100000,1
"2009","Z=COB","ANF",25029,0.25029
"2010","Z=COB","non-transloc",74971,0.74971
"2011","Z=L","non-transloc",100000,1
"2012","ZA-A","non-transloc",100000,1
"2013","ZA-AHA","FTB",100000,1
"2014","ZA-CS","non-transloc",100000,1
"2015","ZA-GGG","ANF",100000,1
"2016","ZA-KBY","ANF",100000,1
"2017","ZA-LB","non-transloc",100000,1
"2018","ZA-PA","non-transloc",100000,1
"2019","ZA-PC","non-transloc",100000,1
"2020","ZA-PG","non-transloc",100000,1
"2021","ZA-PO","non-transloc",100000,1
"2022","ZA-PP","non-transloc",100000,1
"2023","ZA-PS","non-transloc",100000,1
"2024","ZA-PW","non-transloc",100000,1
"2025","ZA-WO","non-transloc",100000,1
"2026","ZA-WP","non-transloc",100000,1
"2027","ZA-WW","non-transloc",100000,1
"2028","ZB-AYP","FTS",100000,1
"2029","ZB-BC","non-transloc",100000,1
"2030","ZB-CA","non-transloc",100000,1
"2031","ZB-CG","non-transloc",100000,1
"2032","ZB-CL","non-transloc",100000,1
"2033","ZB-CP","non-transloc",100000,1
"2034","ZB-CY","non-transloc",100000,1
"2035","ZB-LL","non-transloc",100000,1
"2036","ZB-P","non-transloc",100000,1
"2037","ZB-SC","non-transloc",100000,1
"2038","ZB-W","non-transloc",100000,1
"2039","ZB-WA","non-transloc",100000,1
"2040","ZB-Y","non-transloc",100000,1
"2041","ZB-YO","non-transloc",100000,1
"2042","ZB-YY","non-transloc",100000,1
"2043","ZB=CL","non-transloc",100000,1
"2044","ZC-BB","non-transloc",100000,1
"2045","ZC-BG","non-transloc",100000,1
"2046","ZC-BL","non-transloc",100000,1
"2047","ZC-BO","non-transloc",100000,1
"2048","ZC-BY","non-transloc",100000,1
"2049","ZC-CW","non-transloc",100000,1
"2050","ZC-G","non-transloc",100000,1
"2051","ZC-LG","non-transloc",100000,1
"2052","ZC-LO","non-transloc",100000,1
"2053","ZC-LP","non-transloc",100000,1
"2054","ZC-LW","non-transloc",100000,1
"2055","ZC-LY","non-transloc",100000,1
"2056","ZC-O","non-transloc",100000,1
"2057","ZG-AO","non-transloc",100000,1
"2058","ZG-AP","non-transloc",100000,1
"2059","ZG-BO","non-transloc",100000,1
"2060","ZG-CA","non-transloc",100000,1
"2061","ZG-CC","non-transloc",100000,1
"2062","ZG-G","non-transloc",100000,1
"2063","ZG-GWO","ANF",100000,1
"2064","ZG-SB","non-transloc",100000,1
"2065","ZG-WC","non-transloc",100000,1
"2066","ZG-Y","non-transloc",100000,1
"2067","ZG-YP","non-transloc",100000,1
"2068","ZG-YW","non-transloc",100000,1
"2069","ZG-YYF","ANF",100000,1
"2070","ZH-BL","non-transloc",100000,1
"2071","ZK-OHP","ANF",100000,1
"2072","ZK-YHG","ANF",100000,1
"2073","ZL-A","non-transloc",100000,1
"2074","ZL-AA","non-transloc",100000,1
"2075","ZL-AB","non-transloc",100000,1
"2076","ZL-AC","non-transloc",100000,1
"2077","ZL-CB","non-transloc",100000,1
"2078","ZL-CW","non-transloc",100000,1
"2079","ZL-O","non-transloc",100000,1
"2080","ZL-SA","non-transloc",100000,1
"2081","ZL-SG","non-transloc",100000,1
"2082","ZL-SW","non-transloc",100000,1
"2083","ZL-SY","non-transloc",100000,1
"2084","ZL-YL","non-transloc",100000,1
"2085","ZO-AGA","FTB",100000,1
"2086","ZO-BP","non-transloc",100000,1
"2087","ZO-BW","non-transloc",100000,1
"2088","ZO-BY","non-transloc",100000,1
"2089","ZO-L","non-transloc",100000,1
"2090","ZO-LA","non-transloc",100000,1
"2091","ZO-OA","non-transloc",100000,1
"2092","ZO-OB","non-transloc",100000,1
"2093","ZO-OG","non-transloc",100000,1
"2094","ZO-OL","non-transloc",100000,1
"2095","ZO-OW","non-transloc",100000,1
"2096","ZO-OY","non-transloc",100000,1
"2097","ZO-P","non-transloc",100000,1
"2098","ZO-Y","non-transloc",100000,1
"2099","ZO-YB","non-transloc",100000,1
"2100","ZP-AG","non-transloc",100000,1
"2101","ZP-AW","non-transloc",100000,1
"2102","ZP-AY","non-transloc",100000,1
"2103","ZP-GA","non-transloc",100000,1
"2104","ZP-GB","non-transloc",100000,1
"2105","ZP-GC","non-transloc",100000,1
"2106","ZP-GY","non-transloc",100000,1
"2107","ZP-L","non-transloc",100000,1
"2108","ZP-P","non-transloc",100000,1
"2109","ZP-PP","non-transloc",100000,1
"2110","ZP-W","non-transloc",100000,1
"2111","ZP-WWK","FTS",100000,1
"2112","ZP-Y","non-transloc",100000,1
"2113","ZS-C","non-transloc",100000,1
"2114","ZS-GG","non-transloc",100000,1
"2115","ZS-GL","non-transloc",100000,1
"2116","ZS-GS","non-transloc",100000,1
"2117","ZS-WW","non-transloc",100000,1
"2118","ZS-YC","non-transloc",100000,1
"2119","ZS-YG","non-transloc",100000,1
"2120","ZS-YL","non-transloc",100000,1
"2121","ZS-YS","non-transloc",100000,1
"2122","ZS-YY","non-transloc",100000,1
"2123","ZSP-","non-transloc",100000,1
"2124","ZW-AS","non-transloc",100000,1
"2125","ZW-BA","non-transloc",100000,1
"2126","ZW-CO","non-transloc",100000,1
"2127","ZW-GL","non-transloc",100000,1
"2128","ZW-LL","non-transloc",100000,1
"2129","ZW-O","non-transloc",100000,1
"2130","ZW-OO","non-transloc",100000,1
"2131","ZW-OP","non-transloc",100000,1
"2132","ZW-OS","non-transloc",100000,1
"2133","ZW-PB","non-transloc",100000,1
"2134","ZW-PL","non-transloc",100000,1
"2135","ZW-PY","non-transloc",100000,1
"2136","ZW-W","non-transloc",100000,1
"2137","ZW-WG","non-transloc",100000,1
"2138","ZW-WL","non-transloc",100000,1
"2139","ZW-WY","non-transloc",100000,1
"2140","ZW-Y","non-transloc",100000,1
"2141","ZW-YA","non-transloc",100000,1
"2142","ZY-A","non-transloc",100000,1
"2143","ZY-AA","non-transloc",100000,1
"2144","ZY-B","non-transloc",100000,1
"2145","ZY-BS","non-transloc",100000,1
"2146","ZY-CS","non-transloc",100000,1
"2147","ZY-GO","non-transloc",100000,1
"2148","ZY-GP","non-transloc",100000,1
"2149","ZY-GW","non-transloc",100000,1
"2150","ZY-HOA","ONF",100000,1
"2151","ZY-LC","non-transloc",100000,1
"2152","ZY-LS","non-transloc",100000,1
"2153","ZY-LY","non-transloc",100000,1
"2154","ZY-SL","non-transloc",100000,1
"2155","ZY-SO","non-transloc",100000,1
"2156","ZY-SP","non-transloc",100000,1
"2157","ZY-WB","non-transloc",100000,1
"2158","ZY-WS","non-transloc",100000,1
"2159","ZY-Y","non-transloc",100000,1
"2160","ZY-YL","non-transloc",100000,1
"2161","ZY-YY","non-transloc",100000,1
